STOCK,HOLDER NAME, SHARES 
MER PM Equity,"R. NUBLA SECURITIES, INC."," 312,211.00 "
MER PM Equity,RCBC TRUST CORPORATION," 301,913.00 "
MER PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC."," 292,998.00 "
MER PM Equity,"R. COYIUTO SECURITIES, INC."," 288,030.00 "
MER PM Equity,"E. CHUA CHIACO SECURITIES, INC."," 284,060.00 "
MER PM Equity,AP SECURITIES INCORPORATED," 280,495.00 "
MER PM Equity,CHINA BANK SECURITIES CORPORATION," 260,526.00 "
MER PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 260,180.00 "
MER PM Equity,"TANSENGCO & CO., INC."," 250,987.00 "
MER PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 240,983.00 "
MER PM Equity,PAPA SECURITIES CORPORATION," 239,019.00 "
MER PM Equity,"PNB SECURITIES, INC."," 236,436.00 "
MER PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 233,726.00 "
MER PM Equity,DAVID GO SECURITIES CORP.," 216,476.00 "
MER PM Equity,"RCBC SECURITIES, INC."," 212,455.00 "
MER PM Equity,"SARANGANI SECURITIES, INC."," 181,762.00 "
MER PM Equity,"SECURITIES SPECIALISTS, INC."," 179,050.00 "
MER PM Equity,"R. S. LIM & CO., INC."," 178,906.00 "
MER PM Equity,CENTURY SECURITIES CORPORATION," 149,217.00 "
MER PM Equity,IGC SECURITIES INC.," 146,342.00 "
MER PM Equity,"LUCKY SECURITIES, INC."," 144,641.00 "
MER PM Equity,"SOLAR SECURITIES, INC."," 142,591.00 "
MER PM Equity,"BELSON SECURITIES, INC."," 134,646.00 "
MER PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION," 132,530.00 "
MER PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 130,548.00 "
MER PM Equity,"YU & COMPANY, INC."," 129,256.00 "
MER PM Equity,"INVESTORS SECURITIES, INC."," 126,189.00 "
MER PM Equity,"LANDBANK SECURITIES, INC."," 117,506.00 "
MER PM Equity,"DIVERSIFIED SECURITIES, INC."," 98,937.00 "
MER PM Equity,TRITON SECURITIES CORP.," 98,235.00 "
MER PM Equity,MANDARIN SECURITIES CORPORATION," 93,964.00 "
MER PM Equity,UPCC SECURITIES CORP.," 93,853.00 "
MER PM Equity,"S.J. ROXAS & CO., INC."," 89,819.00 "
MER PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 89,538.00 "
MER PM Equity,"ASIASEC EQUITIES, INC."," 86,933.00 "
MER PM Equity,OPTIMUM SECURITIES CORPORATION," 84,765.00 "
MER PM Equity,"CAMPOS, LANUZA & COMPANY, INC."," 84,003.00 "
MER PM Equity,"MERIDIAN SECURITIES, INC."," 83,314.00 "
MER PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC."," 80,819.00 "
MER PM Equity,"IMPERIAL, DE GUZMAN, ABALOS & CO., INC."," 79,197.00 "
MER PM Equity,"GOLDSTAR SECURITIES, INC."," 77,214.00 "
MER PM Equity,"PREMIUM SECURITIES, INC."," 76,667.00 "
MER PM Equity,"LUNA SECURITIES, INC."," 75,310.00 "
MER PM Equity,PAN ASIA SECURITIES CORP.," 60,030.00 "
MER PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP," 58,765.00 "
MER PM Equity,ALPHA SECURITIES CORP.," 57,147.00 "
MER PM Equity,"BA SECURITIES, INC."," 57,069.00 "
MER PM Equity,"AURORA SECURITIES, INC."," 56,283.00 "
MER PM Equity,"F. YAP SECURITIES, INC."," 54,984.00 "
MER PM Equity,"GUILD SECURITIES, INC."," 53,323.00 "
MER PM Equity,"G.D. TAN & COMPANY, INC."," 48,088.00 "
MER PM Equity,VALUE QUEST SECURITIES CORPORATION," 46,748.00 "
MER PM Equity,"EAGLE EQUITIES, INC."," 45,793.00 "
MER PM Equity,CUALOPING SECURITIES CORPORATION," 44,933.00 "
MER PM Equity,"DA MARKET SECURITIES, INC."," 44,699.00 "
MER PM Equity,"SunSecurities, Inc."," 44,493.00 "
MER PM Equity,EASTWEST BANKING CORPORATION - TRUST DIVISION," 41,890.00 "
MER PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds," 40,297.00 "
MER PM Equity,"UNITED FUND, INC."," 40,000.00 "
MER PM Equity,"INTRA-INVEST SECURITIES, INC."," 39,877.00 "
MER PM Equity,"I. ACKERMAN & CO., INC."," 38,658.00 "
MER PM Equity,"HDI SECURITIES, INC."," 36,963.00 "
MER PM Equity,STANDARD SECURITIES CORPORATION," 36,070.00 "
MER PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP.," 34,608.00 "
MER PM Equity,MERCANTILE SECURITIES CORP.," 31,001.00 "
MER PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP," 29,550.00 "
MER PM Equity,STRATEGIC EQUITIES CORP.," 27,592.00 "
MER PM Equity,"MDR SECURITIES, INC."," 25,068.00 "
MER PM Equity,"CLSA PHILIPPINES, INC."," 21,600.00 "
MER PM Equity,ASTRA SECURITIES CORPORATION," 21,315.00 "
MER PM Equity,"WESTLINK GLOBAL EQUITIES, INC."," 21,093.00 "
MER PM Equity,"H. E. BENNETT SECURITIES, INC."," 19,483.00 "
MER PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP.," 18,991.00 "
MER PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC."," 18,343.00 "
MER PM Equity,SSS PROVIDENT FUND," 16,500.00 "
MER PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 16,463.00 "
MER PM Equity,SALISBURY SECURITIES CORPORATION," 15,213.00 "
MER PM Equity,"E.SECURITIES, INC."," 14,766.00 "
MER PM Equity,"DRAGONFI SECURITIES, INC."," 14,109.00 "
MER PM Equity,"JSG SECURITIES, INC."," 13,172.00 "
MER PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC."," 11,821.00 "
MER PM Equity,EAST WEST CAPITAL CORPORATION," 8,097.00 "
MER PM Equity,"BERNAD SECURITIES, INC."," 7,563.00 "
MER PM Equity,"SUPREME STOCKBROKERS, INC"," 6,975.00 "
MER PM Equity,"FIDELITY SECURITIES, INC."," 6,239.00 "
MER PM Equity,ALAKOR SECURITIES CORPORATION," 6,158.00 "
MER PM Equity,APEX PHILIPPINES EQUITIES CORPORATION," 5,898.00 "
MER PM Equity,SINCERE SECURITIES CORPORATION," 5,597.00 "
MER PM Equity,"UOB KAY HIAN SECURITIES (PHILS.), INC."," 5,090.00 "
MER PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT," 4,866.00 "
MER PM Equity,"TIMSON SECURITIES, INC."," 4,843.00 "
MER PM Equity,"PRYCE SECURITIES, INC."," 4,741.00 "
MER PM Equity,"HK SECURITIES, INC."," 4,711.00 "
MER PM Equity,ALL ASIA SECURITIES MANAGEMENT CORP.," 3,868.00 "
MER PM Equity,"COHERCO SECURITIES, INC."," 3,850.00 "
MER PM Equity,JAKA SECURITIES CORP.," 3,593.00 "
MER PM Equity,"LARRGO SECURITIES CO., INC."," 3,240.00 "
MER PM Equity,"R & L INVESTMENTS, INC."," 3,128.00 "
MER PM Equity,VC SECURITIES CORPORATION," 3,070.00 "
MER PM Equity,"ASIAN CAPITAL EQUITIES, INC."," 3,035.00 "
MER PM Equity,"NEW WORLD SECURITIES CO., INC."," 2,167.00 "
MER PM Equity,"PLATINUM SECURITIES, INC."," 2,120.00 "
MER PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 2,000.00 "
MER PM Equity,"UCPB GENERAL INSURANCE CO., INC."," 1,750.00 "
MER PM Equity,"ARMSTRONG SECURITIES, INC."," 1,737.00 "
MER PM Equity,WONG SECURITIES CORPORATION," 1,583.00 "
MER PM Equity,"EQUITIWORLD SECURITIES, INC."," 1,347.00 "
MER PM Equity,TRENDLINE SECURITIES CORPORATION, 834.00 
MER PM Equity,MANILA ELECTRIC COMPANY, 304.00 
MER PM Equity,"MOUNT PEAK SECURITIES, INC.", 248.00 
MER PM Equity,MARINO OLONDRIZ Y CIA, 210.00 
MER PM Equity,"BENJAMIN CO CA & CO., INC.", 172.00 
MER PM Equity,B. H. CHUA SECURITIES CORPORATION, 60.00 
MER PM Equity,"HIGHLAND SECURITIES PHIL., INC.", 17.00 
MER PM Equity,"LIPPO SECURITIES, INC.", 11.00 
MER PM Equity,EQUITABLE SECURIITES (PHILS.) INC., 2.00 
MER PM Equity,"LUYS SECURITIES COMPANY, INC.", 2.00 
MER PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C, 2.00 
MER PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 1.00 
SM PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 235,694,049.00 "
SM PM Equity,CITIBANK N.A.," 108,120,208.00 "
SM PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 80,709,995.00 "
SM PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 69,234,360.00 "
SM PM Equity,STANDARD CHARTERED BANK," 49,648,056.00 "
SM PM Equity,CHINA BANKING CORPORATION - TRUST GROUP," 35,648,326.00 "
SM PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM," 21,392,911.00 "
SM PM Equity,BANCO DE ORO - TRUST BANKING GROUP," 15,994,996.00 "
SM PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 10,599,523.00 "
SM PM Equity,BDO SECURITIES CORPORATION," 5,531,252.00 "
SM PM Equity,MBTC - TRUST BANKING GROUP," 4,909,141.00 "
SM PM Equity,"WEALTH SECURITIES, INC."," 2,938,536.00 "
SM PM Equity,SOCIAL SECURITY SYSTEM," 1,782,037.00 "
SM PM Equity,"SB EQUITIES,INC."," 1,668,844.00 "
SM PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT," 1,323,760.00 "
SM PM Equity,"COL Financial Group, Inc."," 1,106,910.00 "
SM PM Equity,RCBC TRUST CORPORATION," 696,091.00 "
SM PM Equity,BPI SECURITIES CORPORATION," 691,846.00 "
SM PM Equity,PNB TRUST BANKING GROUP," 648,158.00 "
SM PM Equity,FIRST METRO SECURITIES BROKERAGE CORP.," 332,706.00 "
SM PM Equity,"LUCKY SECURITIES, INC."," 311,444.00 "
SM PM Equity,ABACUS SECURITIES CORPORATION," 297,679.00 "
SM PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 228,549.00 "
SM PM Equity,"AB CAPITAL SECURITIES, INC."," 216,566.00 "
SM PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 213,370.00 "
SM PM Equity,RCBC TRUST CORPORATION," 212,358.00 "
SM PM Equity,PAPA SECURITIES CORPORATION," 206,113.00 "
SM PM Equity,"RCBC SECURITIES, INC."," 204,274.00 "
SM PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV.," 175,609.00 "
SM PM Equity,"REGIS PARTNERS, INC."," 98,393.00 "
SM PM Equity,"MAYBANK SECURITIES, INC."," 95,668.00 "
SM PM Equity,UNICAPITAL SECURITIES INC.," 92,356.00 "
SM PM Equity,"R. S. LIM & CO., INC."," 73,064.00 "
SM PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION," 65,526.00 "
SM PM Equity,"FIRST INTEGRATED CAPITAL SECURITIES, INC."," 64,362.00 "
SM PM Equity,"INVESTORS SECURITIES, INC,"," 63,014.00 "
SM PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds," 61,644.00 "
SM PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP," 59,028.00 "
SM PM Equity,"A & A SECURITIES, INC."," 56,082.00 "
SM PM Equity,"ASIASEC EQUITIES, INC."," 49,265.00 "
SM PM Equity,"R. COYIUTO SECURITIES, INC."," 48,236.00 "
SM PM Equity,"ANSALDO, GODINEZ & CO., INC."," 46,769.00 "
SM PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP," 44,693.00 "
SM PM Equity,"R. NUBLA SECURITIES, INC."," 44,369.00 "
SM PM Equity,"AURORA SECURITIES, INC."," 42,123.00 "
SM PM Equity,"UNITED FUND, INC."," 36,795.00 "
SM PM Equity,PHILSTOCKS FINANCIAL INC," 32,549.00 "
SM PM Equity,"BELSON SECURITIES, INC."," 32,050.00 "
SM PM Equity,MANDARIN SECURITIES CORPORATION," 30,234.00 "
SM PM Equity,"LANDBANK SECURITIES, INC."," 30,060.00 "
SM PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 28,113.00 "
SM PM Equity,"SOLAR SECURITIES, INC."," 26,645.00 "
SM PM Equity,"EVERGREEN STOCK BROKERAGE & SEC., INC."," 24,778.00 "
SM PM Equity,EASTWEST BANKING CORPORATION - TRUST DIVISION," 24,710.00 "
SM PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP.," 23,820.00 "
SM PM Equity,AP SECURITIES INCORPORATED," 22,589.00 "
SM PM Equity,"PHILIPPINE EQUITY PARTNERS, INC."," 22,244.00 "
SM PM Equity,STANDARD SECURITIES CORPORATION," 20,494.00 "
SM PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 20,212.00 "
SM PM Equity,"YAO & ZIALCITA, INC."," 20,147.00 "
SM PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 20,025.00 "
SM PM Equity,"INTRA-INVEST SECURITIES, INC."," 19,123.00 "
SM PM Equity,"FIRST ORIENT SECURITIES, INC."," 18,125.00 "
SM PM Equity,PAN ASIA SECURITIES CORP.," 17,853.00 "
SM PM Equity,"PNB SECURITIES, INC."," 16,398.00 "
SM PM Equity,DAVID GO SECURITIES CORP.," 16,313.00 "
SM PM Equity,"YU & COMPANY, INC."," 14,784.00 "
SM PM Equity,"DA MARKET SECURITIES, INC."," 14,628.00 "
SM PM Equity,"SUMMIT SECURITIES, INC."," 13,575.00 "
SM PM Equity,"TOWER SECURITIES, INC."," 13,108.00 "
SM PM Equity,"G.D. TAN & COMPANY, INC."," 11,854.00 "
SM PM Equity,A. T. DE CASTRO SECURITIES CORP.," 11,396.00 "
SM PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 10,354.00 "
SM PM Equity,B. H. CHUA SECURITIES CORPORATION," 9,000.00 "
SM PM Equity,IGC SECURITIES INC.," 8,376.00 "
SM PM Equity,"PREMIUM SECURITIES, INC."," 8,021.00 "
SM PM Equity,"RTG & COMPANY, INC."," 7,906.00 "
SM PM Equity,"GOLDSTAR SECURITIES, INC."," 7,650.00 "
SM PM Equity,"GUILD SECURITIES, INC."," 7,050.00 "
SM PM Equity,"F. YAP SECURITIES, INC."," 7,000.00 "
SM PM Equity,"S.J. ROXAS & CO., INC."," 6,905.00 "
SM PM Equity,"CAMPOS, LANUZA & COMPANY, INC."," 6,783.00 "
SM PM Equity,"SEEDBOX SECURITIES, INC."," 6,000.00 "
SM PM Equity,"H. E. BENNETT SECURITIES, INC."," 5,490.00 "
SM PM Equity,"MERIDIAN SECURITIES, INC."," 5,436.00 "
SM PM Equity,"TANSENGCO & CO., INC."," 5,388.00 "
SM PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP," 5,385.00 "
SM PM Equity,"EAGLE EQUITIES, INC."," 5,355.00 "
SM PM Equity,"IMPERIAL,DE GUZMAN,ABALOS & CO.,INC."," 5,250.00 "
SM PM Equity,"DIVERSIFIED SECURITIES, INC."," 5,213.00 "
SM PM Equity,OPTIMUM SECURITIES CORPORATION," 4,839.00 "
SM PM Equity,MERCANTILE SECURITIES CORP.," 4,466.00 "
SM PM Equity,TRITON SECURITIES CORP.," 4,254.00 "
SM PM Equity,"BERNAD SECURITIES, INC."," 4,200.00 "
SM PM Equity,EAST WEST CAPITAL CORPORATION," 4,010.00 "
SM PM Equity,"MALAYAN INSURANCE COMPANY, INC."," 3,800.00 "
SM PM Equity,"I. B. GIMENEZ SECURITIES, INC."," 3,688.00 "
SM PM Equity,VALUE QUEST SECURITIES CORPORATION," 3,493.00 "
SM PM Equity,"SECURITIES SPECIALISTS, INC."," 3,020.00 "
SM PM Equity,CUALOPING SECURITIES CORPORATION," 3,000.00 "
SM PM Equity,"HDI SECURITIES, INC."," 2,806.00 "
SM PM Equity,"MDR SECURITIES, INC."," 2,748.00 "
SM PM Equity,"VENTURE SECURITIES, INC."," 2,303.00 "
SM PM Equity,ASTRA SECURITIES CORPORATION," 2,266.00 "
SM PM Equity,"GOLDEN TOWER SECURITIES & HOLDINGS, INC."," 2,175.00 "
SM PM Equity,"EQUITIWORLD SECURITIES, INC."," 2,116.00 "
SM PM Equity,ALAKOR SECURITIES CORPORATION," 2,100.00 "
SM PM Equity,"SUPREME STOCKBROKERS, INC"," 2,100.00 "
SM PM Equity,STRATEGIC EQUITIES CORP.," 1,977.00 "
SM PM Equity,"JSG SECURITIES, INC."," 1,933.00 "
SM PM Equity,"SARANGANI SECURITIES, INC."," 1,762.00 "
SM PM Equity,"DRAGONFI SECURITIES, INC."," 1,752.00 "
SM PM Equity,ASIA PACIFIC CAPITAL EQUITIES & SECURITIES CORP.," 1,635.00 "
SM PM Equity,"SunSecurities, Inc."," 1,550.00 "
SM PM Equity,"LOPEZ, LOCSIN, LEDESMA & CO., INC."," 1,468.00 "
SM PM Equity,"PLATINUM SECURITIES, INC."," 1,310.00 "
SM PM Equity,"I. ACKERMAN & CO., INC."," 1,191.00 "
SM PM Equity,"LUYS SECURITIES COMPANY, INC."," 1,055.00 "
SM PM Equity,"LUNA SECURITIES, INC."," 1,030.00 "
SM PM Equity,"LARRGO SECURITIES CO., INC."," 1,000.00 "
SM PM Equity,ALPHA SECURITIES CORP., 897.00 
SM PM Equity,"UCPB GENERAL INSURANCE CO., INC.", 700.00 
SM PM Equity,UPCC SECURITIES CORP., 622.00 
SM PM Equity,"TIMSON SECURITIES, INC.", 595.00 
SM PM Equity,SINCERE SECURITIES CORPORATION, 401.00 
SM PM Equity,APEX PHILIPPINES EQUITIES CORPORATION, 382.00 
SM PM Equity,DEVELOPMENT BANK OF THE PHILIPPINES, 350.00 
SM PM Equity,VC SECURITIES CORPORATION, 310.00 
SM PM Equity,SALISBURY SECURITIES CORPORATION, 300.00 
SM PM Equity,"COHERCO SECURITIES, INC.", 300.00 
SM PM Equity,"NEW WORLD SECURITIES CO., INC.", 200.00 
SM PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 106.00 
SM PM Equity,"WESTLINK GLOBAL EQUITIES, INC.", 102.00 
SM PM Equity,THE HONGKONG & SHANGHAI BANKING CORP. LTD. -OWN ACCOUNT, 100.00 
SM PM Equity,"FIDELITY SECURITIES, INC.", 82.00 
SM PM Equity,"MOUNT PEAK SECURITIES, INC.", 60.00 
SM PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C, 36.00 
SM PM Equity,"BA SECURITIES, INC.", 26.00 
SM PM Equity,"R & L INVESTMENTS, INC.", 13.00 
SM PM Equity,"ARMSTRONG SECURITIES, INC.", 9.00 
SM PM Equity,"HK SECURITIES, INC.", 7.00 
SM PM Equity,"BENJAMIN CO CA & CO., INC. ", 2.00 
SM PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C, 2.00 
SMPH PM Equity,CITIBANK N.A.," 2,759,985,060.00 "
SMPH PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 1,960,561,892.00 "
SMPH PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 1,700,981,876.00 "
SMPH PM Equity,STANDARD CHARTERED BANK," 1,464,578,737.00 "
SMPH PM Equity,BDO SECURITIES CORPORATION," 414,263,684.00 "
SMPH PM Equity,DEUTSCHE BANK MANILA-CLIENTS A/C," 336,947,273.00 "
SMPH PM Equity,BANCO DE ORO - TRUST BANKING GROUP," 317,399,644.00 "
SMPH PM Equity,GOVERNMENT SERVICE INSURANCE SYSTEM," 307,305,132.00 "
SMPH PM Equity,THE HONGKONG AND SHANGHAI BANKING CORP. LTD. -CLIENTS' ACCT.," 205,314,162.00 "
SMPH PM Equity,MBTC - TRUST BANKING GROUP," 98,238,331.00 "
SMPH PM Equity,"LUCKY SECURITIES, INC."," 77,880,821.00 "
SMPH PM Equity,SOCIAL SECURITY SYSTEM," 72,635,350.00 "
SMPH PM Equity,"WEALTH SECURITIES, INC."," 66,831,089.00 "
SMPH PM Equity,"COL Financial Group, Inc."," 63,717,106.00 "
SMPH PM Equity,REGINA CAPITAL DEVELOPMENT CORPORATION," 58,549,904.00 "
SMPH PM Equity,"SB EQUITIES,INC."," 39,299,253.00 "
SMPH PM Equity,"AB CAPITAL SECURITIES, INC."," 36,020,996.00 "
SMPH PM Equity,BPI SECURITIES CORPORATION," 26,354,196.00 "
SMPH PM Equity,LBP-TBG THIRD PARTY CUSTODIANSHIP & REGISTRY DEPT," 24,118,100.00 "
SMPH PM Equity,FIRST METRO SECURITIES BROKERAGE CORP.," 20,242,571.00 "
SMPH PM Equity,"A & A SECURITIES, INC."," 18,778,482.00 "
SMPH PM Equity,UNICAPITAL SECURITIES INC.," 18,413,469.00 "
SMPH PM Equity,AB CAPITAL & INVESTMENT CORP. - TRUST & INVESTMENT DIV.," 18,385,816.00 "
SMPH PM Equity,RCBC TRUST CORPORATION," 15,938,391.00 "
SMPH PM Equity,QUALITY INVESTMENTS & SECURITIES CORPORATION," 14,669,399.00 "
SMPH PM Equity,CHINA BANKING CORPORATION - TRUST GROUP," 14,144,563.00 "
SMPH PM Equity,"MAYBANK SECURITIES, INC."," 11,054,788.00 "
SMPH PM Equity,PNB TRUST BANKING GROUP," 10,986,200.00 "
SMPH PM Equity,UNITED COCONUT PLANTERS LIFE ASSURANCE CORPORATION," 9,425,550.00 "
SMPH PM Equity,PAPA SECURITIES CORPORATION," 9,329,841.00 "
SMPH PM Equity,ABACUS SECURITIES CORPORATION," 9,065,672.00 "
SMPH PM Equity,"ASIASEC EQUITIES, INC."," 8,681,515.00 "
SMPH PM Equity,RCBC TRUST CORPORATION," 6,112,233.00 "
SMPH PM Equity,STANDARD SECURITIES CORPORATION," 5,647,048.00 "
SMPH PM Equity,IGC SECURITIES INC.," 5,186,301.00 "
SMPH PM Equity,"TOWER SECURITIES, INC."," 4,634,445.00 "
SMPH PM Equity,PHILSTOCKS FINANCIAL INC," 4,323,008.00 "
SMPH PM Equity,"YAO & ZIALCITA, INC."," 4,311,866.00 "
SMPH PM Equity,"CTS GLOBAL EQUITY GROUP, INC."," 4,098,637.00 "
SMPH PM Equity,"SUMMIT SECURITIES, INC."," 4,083,859.00 "
SMPH PM Equity,CHINA BANK SECURITIES CORPORATION," 3,938,135.00 "
SMPH PM Equity,"R. NUBLA SECURITIES, INC."," 3,854,798.00 "
SMPH PM Equity,STAR ALLIANCE SECURITIES CORP.," 2,995,600.00 "
SMPH PM Equity,"REGIS PARTNERS, INC."," 2,828,680.00 "
SMPH PM Equity,ALPHA SECURITIES CORP.," 2,649,959.00 "
SMPH PM Equity,AP SECURITIES INCORPORATED," 2,568,056.00 "
SMPH PM Equity,TRITON SECURITIES CORP.," 2,419,658.00 "
SMPH PM Equity,"E. CHUA CHIACO SECURITIES, INC."," 2,395,063.00 "
SMPH PM Equity,"RCBC SECURITIES, INC."," 2,341,453.00 "
SMPH PM Equity,DAVID GO SECURITIES CORP.," 2,235,726.00 "
SMPH PM Equity,"R. COYIUTO SECURITIES, INC."," 2,124,801.00 "
SMPH PM Equity,"SunSecurities, Inc."," 2,052,993.00 "
SMPH PM Equity,OPTIMUM SECURITIES CORPORATION," 2,029,408.00 "
SMPH PM Equity,ALAKOR SECURITIES CORPORATION," 2,028,356.00 "
SMPH PM Equity,MANDARIN SECURITIES CORPORATION," 1,872,053.00 "
SMPH PM Equity,"SOLAR SECURITIES, INC."," 1,814,195.00 "
SMPH PM Equity,"DA MARKET SECURITIES, INC."," 1,793,491.00 "
SMPH PM Equity,"UNITED FUND, INC."," 1,696,938.00 "
SMPH PM Equity,THE FIRST RESOURCES MANAGEMENT & SECURITIES CORP.," 1,629,199.00 "
SMPH PM Equity,"GLOBALINKS SECURITIES & STOCKS, INC."," 1,629,092.00 "
SMPH PM Equity,"R. S. LIM & CO., INC."," 1,625,154.00 "
SMPH PM Equity,EASTERN SECURITIES DEVELOPMENT CORPORATION," 1,599,167.00 "
SMPH PM Equity,"BELSON SECURITIES, INC."," 1,539,185.00 "
SMPH PM Equity,ASIA UNITED BANK - TRUST & INVESTMENT GROUP," 1,520,726.00 "
SMPH PM Equity,LAND BANK OF THE PHILIPPINES-TRUST BANKING GROUP," 1,472,200.00 "
SMPH PM Equity,"ANSALDO, GODINEZ & CO., INC."," 1,443,321.00 "
SMPH PM Equity,SSS PROVIDENT FUND," 1,436,500.00 "
SMPH PM Equity,"INTRA-INVEST SECURITIES, INC."," 1,386,257.00 "
SMPH PM Equity,"BA SECURITIES, INC."," 1,371,682.00 "
SMPH PM Equity,COL Inv Mgt Inc as Investment Company Adviser for Various Mutual Funds," 1,361,342.00 "
SMPH PM Equity,"LANDBANK SECURITIES, INC."," 1,329,271.00 "
SMPH PM Equity,"PHILIPPINE EQUITY PARTNERS, INC."," 1,276,411.00 "
SMPH PM Equity,"S.J. ROXAS & CO., INC."," 1,248,199.00 "
SMPH PM Equity,"YU & COMPANY, INC."," 1,211,612.00 "
SMPH PM Equity,"CAMPOS, LANUZA & COMPANY, INC."," 1,134,964.00 "
SMPH PM Equity,"MERIDIAN SECURITIES, INC."," 1,109,714.00 "
SMPH PM Equity,"HDI SECURITIES, INC."," 1,076,281.00 "
SMPH PM Equity,"AURORA SECURITIES, INC."," 1,069,965.00 "
SMPH PM Equity,"AAA SOUTHEAST EQUITIES, INCORPORATED"," 1,046,656.00 "
SMPH PM Equity,"RTG & COMPANY, INC."," 1,014,736.00 "
SMPH PM Equity,BANK OF COMMERCE - TRUST SERVICES GROUP," 961,278.00 "
SMPH PM Equity,"SUPREME STOCKBROKERS, INC"," 956,263.00 "
SMPH PM Equity,"VENTURE SECURITIES, INC."," 859,126.00 "
SMPH PM Equity,ASTRA SECURITIES CORPORATION," 836,400.00 "
SMPH PM Equity,A. T. DE CASTRO SECURITIES CORP.," 814,407.00 "
SMPH PM Equity,"INVESTORS SECURITIES, INC,"," 809,824.00 "
SMPH PM Equity,"TANSENGCO & CO., INC."," 801,815.00 "
SMPH PM Equity,"PNB SECURITIES, INC."," 771,300.00 "
SMPH PM Equity,EAST WEST CAPITAL CORPORATION," 701,313.00 "
SMPH PM Equity,"GOLDSTAR SECURITIES, INC."," 649,005.00 "
SMPH PM Equity,CENTURY SECURITIES CORPORATION," 623,964.00 "
SMPH PM Equity,VALUE QUEST SECURITIES CORPORATION," 563,408.00 "
SMPH PM Equity,"F. YAP SECURITIES, INC."," 562,423.00 "
SMPH PM Equity,"BERNAD SECURITIES, INC."," 456,894.00 "
SMPH PM Equity,"PREMIUM SECURITIES, INC."," 438,630.00 "
SMPH PM Equity,PAN ASIA SECURITIES CORP.," 436,261.00 "
SMPH PM Equity,"I. ACKERMAN & CO., INC."," 408,257.00 "
SMPH PM Equity,"MACQUARIE CAPITAL SECURITIES (PHILIPPINES), INC."," 406,933.00 "
SMPH PM Equity,"SARANGANI SECURITIES, INC."," 390,172.00 "
SMPH PM Equity,EASTWEST BANKING CORPORATION - TRUST DIVISION," 382,900.00 "
SMPH PM Equity,"H. E. BENNETT SECURITIES, INC."," 347,837.00 "
SMPH PM Equity,"GUILD SECURITIES, INC."," 341,712.00 "
